timestep,action,reward,price,current_amt,qty,order_qty,is_order,reward,wait_see_rate,evlu_rate,daily_evlu_rate,rate_reward,rate_reward_exp,next_total_evlu_rate,next_total_evlu_rate_exp,net_income_rate,net_income_rate_exp,next_day_evlu_rate,next_day_evlu_rate_exp,unrealized_gain_loss,unrealized_gain_loss_exp,sharp_data,sortino_data,reward_log
200,0.2876894,0.495,49700,70762144,1237,75,TRUE,0.495,-20.95125042,-24.74788294,-1.457110779,6.346415947,1,-24.74788294,-0.01,-5.358443995,-0.01,-14.60483447,-0.01,-10.5145,-0.01,-17.6591596,-27.15178699,buy
201,0.29380196,0.495,48850,69710313,1292,55,TRUE,0.495,-13.46856308,-20.35616438,-1.486431785,5.211086168,1,-20.35616438,-0.01,-2.0393327,-0.01,-8.25747691,-0.01,8.398,0.506021873,-14.83479423,-22.88877858,buy
202,0.8995074,0.544810019,49500,70549273,1411,119,TRUE,0.544810019,-9.462176708,-14.16270237,1.203494811,7.163183493,1,-14.16270237,-0.01,5.226736578,0.239050096,-2.298993216,-0.01,-9.1715,-0.01,-10.97206119,-16.91345097,buy
203,1.9109263,-0.05,48850,69632129,1411,0,FALSE,-0.05,-0.298972606,-12.40554172,-1.300004892,1.313189764,0.999819961,-12.40554172,-0.01,5.333732209,0.247599858,1.014217158,0.010233641,14.11,0.863430413,-9.907616401,-15.32540272,wrong
204,0.28675744,0.042362221,49850,71043101,1415,4,TRUE,0.042362221,-2.53191885,-15.24097136,2.026323222,-1.664971429,-0.01,-15.24097136,-0.01,5.386091349,0.251811106,-4.196890279,-0.01,-24.7625,-0.01,-11.68462074,-18.1060333,buy
205,1.0376107,-0.05,48100,68566853,1415,0,FALSE,-0.05,-3.997715415,-15.06475716,-3.48555731,3.467061048,1,-15.06475716,-0.01,5.397289044,0.252713991,-0.530654367,-0.01,1.415,0.019823136,-11.49213302,-17.62066852,wrong
206,-0.13098973,-0.01,48200,68693708,1230,185,TRUE,-0.01,2.255312782,-24.1014944,0.18500922,-13.53321323,-0.01,-24.1014944,-0.01,-5.867170964,-0.01,-11.27790044,-0.01,16.605,0.93653459,-17.17331357,-26.26937033,sell
207,0.9833703,0.548992955,49550,70352905,1415,185,TRUE,0.548992955,-12.2627068,-13.65504359,2.41535513,10.81585112,1,-13.65504359,-0.01,5.486870605,0.259964773,-1.446855677,-0.01,-7.7825,-0.01,-10.55360791,-16.1976611,buy
208,0.039341927,0.547422999,49000,69574657,1415,0,TRUE,0.547422999,-1.849113409,-14.00747198,-1.10620592,1.097895908,0.997586982,-14.00747198,-0.01,5.464475215,0.258147538,-0.751217502,-0.01,-2.83,-0.01,-10.79648005,-16.62226273,buy
209,0.8024986,0.479983719,48800,69291637,1418,3,TRUE,0.479983719,0.062297109,-13.11880448,-0.406786051,0.621714729,0.855235359,-13.11880448,-0.01,5.693076705,0.276830196,0.684011838,0.004667794,5.672,0.27509585,-10.23649308,-15.76158607,buy
210,-0.45249182,-0.01,49200,69807053,777,641,TRUE,-0.01,-0.850805415,-53.11874222,0.743835797,-45.22104781,-0.01,-53.11874222,-0.01,-33.06923727,-0.01,-46.07185323,-0.01,-5.8275,-0.01,-35.34582675,-54.32687246,sell
211,0.35380316,0.495,48450,69222723,1007,230,TRUE,0.495,-45.79358622,-38.92789539,-0.837064415,16.63867562,1,-38.92789539,-0.01,-19.2909317,-0.01,-29.15491059,-0.01,2.5175,0.061411439,-26.52179859,-40.85813352,buy
212,0.7323265,0.495,48700,69472355,1313,306,TRUE,0.495,-28.64575697,-19.79744707,0.360621468,21.3483147,1,-19.79744707,-0.01,-0.738041133,-0.01,-7.29744227,-0.01,4.5955,0.190376701,-14.50438236,-22.29581637,buy
213,-0.41666022,-0.01,49050,69887851,766,547,TRUE,-0.01,-3.234027406,-51.15915318,0.598073867,-40.64863684,-0.01,-51.15915318,-0.01,-35.64760202,-0.01,-43.88266424,-0.01,16.469,0.933614699,-34.3398646,-52.68388012,sell
214,0.271145,0.495,51200,71533508,937,171,TRUE,0.495,-43.55385173,-39.90597758,2.354711121,11.01244749,1,-39.90597758,-0.01,-24.88947593,-0.01,-32.54140423,-0.01,2.811,0.075975978,-27.22284752,-41.89115151,buy
215,0.17510335,0.495,51500,71814023,1017,80,TRUE,0.495,-30.18362807,-32.49551681,0.392144895,5.664847107,1,-32.49551681,-0.01,-20.44931219,-0.01,-24.51878096,-0.01,18.306,0.96495409,-22.66498703,-34.80257744,buy
216,0.5637976,0.495,53300,73643072,1222,205,TRUE,0.495,-23.95231778,-18.27970112,2.546924575,13.05968147,1,-18.27970112,-0.01,-6.893562507,-0.01,-10.89263631,-0.01,4.888,0.212526406,-13.63229206,-21.01215699,buy
217,1.2630272,-0.05,53700,74131872,1222,0,FALSE,-0.05,-10.89263631,-18.27970112,0.663742001,-0.587543228,-0.01,-18.27970112,-0.01,-6.893562507,-0.01,-11.48017954,-0.01,0,0,-13.74152494,-21.14103204,wrong
218,0.5076216,0.495,53700,74131262,1302,80,TRUE,0.495,-10.65597264,-12.11905355,-0.000822858,5.849819471,1,-12.11905355,-0.01,-1.557997444,-0.01,-4.806153172,-0.01,6.51,0.345445875,-9.842263851,-15.09788261,buy
219,0.3001436,0.476529587,54200,74782085,1325,23,TRUE,0.476529587,-7.791938036,-13.37173101,0.877933253,0.812211541,0.963059174,-13.37173101,-0.01,-0.005394375,-0.01,-6.979726495,-0.01,-22.525,-0.01,-10.64882321,-16.30996744,buy
220,0.3841266,0.500512514,52500,72529429,1346,21,TRUE,0.500512514,-9.460267121,-14.34545455,-3.012293653,4.291566565,1,-14.34545455,-0.01,1.331113111,0.017562569,-5.168700556,-0.01,-18.844,-0.01,-11.21478305,-17.10044093,buy
221,-0.30536404,-0.01,51100,70610545,935,411,TRUE,-0.01,-5.168700556,-40.5,-2.645662632,-27.16647686,-0.01,-40.5,-0.01,-24.82343234,-0.01,-32.33517742,-0.01,0,0,-27.65118168,-42.12012018,sell
222,0.45339003,0.495,51100,70609080,1137,202,TRUE,0.495,-32.86484335,-28.21183064,-0.002074761,14.50575978,1,-28.21183064,-0.01,-11.87519697,-0.01,-18.35908356,-0.01,-4.548,-0.01,-20.02387362,-30.41406726,buy
223,0.44886845,0.495,50700,70153489,1247,110,TRUE,0.495,-16.74880908,-19.71369863,-0.645230047,8.647160704,1,-19.71369863,-0.01,-5.027229983,-0.01,-8.101648373,-0.01,12.47,0.788812518,-14.78364384,-22.48698391,buy
224,-0.5434246,-0.01,51700,71343017,570,677,TRUE,-0.01,-8.990413862,-63.65628892,1.695607755,-50.10298977,-0.01,-63.65628892,-0.01,-48.14473776,-0.01,-59.09340363,-0.01,-2.85,-0.01,-42.38120593,-64.49299626,sell
225,-0.17319843,-0.01,51200,71049779,472,98,TRUE,-0.01,-59.57277781,-70.25753425,-0.411025511,-6.812480053,-0.01,-70.25753425,-0.01,-53.75588408,-0.01,-66.38525786,-0.01,-2.832,-0.01,-46.64595439,-70.9963393,sell
226,0.039544463,0.495,50600,70766321,508,36,TRUE,0.495,-64.72445044,-66.40747198,-0.398956906,2.842582939,1,-66.40747198,-0.01,-54.03123436,-0.01,-61.88186751,-0.01,12.7,0.80069122,-44.30662192,-67.44462624,buy
227,-0.039221376,-0.01,53100,72034665,489,19,TRUE,-0.01,-62.67150867,-68.33374844,1.79229891,-2.028819986,-0.01,-68.33374844,-0.01,-54.1423293,-0.01,-64.70032865,-0.01,-5.379,-0.01,-45.48331398,-69.28687275,sell
228,0.8387687,0.495,52000,71491287,1231,742,TRUE,0.495,-64.02148882,-18.750934,-0.754328489,55.28156083,1,-18.750934,-0.01,-6.209679872,-0.01,-8.739927986,-0.01,12.31,0.780271152,-14.17442532,-21.63385975,buy
229,0.9821563,0.51311789,53000,72721249,1369,138,TRUE,0.51311789,-8.739927986,-9.642590286,1.720436226,8.514066904,1,-9.642590286,-0.01,2.898663839,0.08058945,-0.225861082,-0.01,0,0,-8.442838478,-12.89239327,buy
230,0.7602555,0.065201137,53000,72721234,1371,2,TRUE,0.065201137,-0.03760799,-9.33985056,-2.06E-05,0.146057745,0.101172663,-9.33985056,-0.01,3.036387063,0.088074029,0.108449755,0.000117607,1.371,0.018620859,-8.211962429,-12.50652803,buy
231,0.50904006,0.012832652,53100,72858330,1371,0,TRUE,0.012832652,9.346329299,-0.97384807,0.188522654,-0.205754707,-0.01,-0.97384807,-0.01,3.316580973,0.104163261,9.140574592,0.566342852,67.179,1,-2.977101519,-4.524425322,buy
232,0.38890812,0.012629189,58000,79576234,1371,0,TRUE,0.012629189,8.576054378,-1.486052304,9.220502309,-9.16609738,-0.01,-1.486052304,-0.01,3.299426244,0.103145947,-0.590043002,-0.01,-4.113,-0.01,-3.065055046,-4.979585516,buy
233,0.31619075,0.385207368,57700,79164938,1371,0,TRUE,0.385207368,-0.762330622,-1.656787049,-0.516857835,0.515582498,0.735291633,-1.656787049,-0.01,3.293708001,0.102807759,-0.246748125,-0.01,-1.371,-0.01,-3.164749928,-5.146039689,buy
234,0.7120435,0.084203734,57600,79027834,1371,0,TRUE,0.084203734,-1.978575414,-3.364134496,-0.173187782,0.170055646,0.134626968,-3.364134496,-0.01,3.23652557,0.099451249,-1.808519768,-0.01,-13.71,-0.01,-4.170041688,-6.772461766,buy
235,0.065552056,0.516491725,56600,77656834,1371,0,TRUE,0.516491725,-2.849418852,-4.388542964,-1.734831806,1.715154223,0.999999591,-4.388542964,-0.01,3.202216112,0.09745965,-1.134264629,-0.01,-8.226,-0.01,-4.692598377,-7.640623745,buy
236,1.1667284,-0.05,56000,76834234,1371,0,FALSE,-0.05,4.338660008,0.904234122,-1.059275736,1.117066928,0.99804857,0.904234122,0.008143058,3.379481647,0.107928473,5.455726935,0.257438486,42.501,0.999999986,-1.54149666,-2.516630764,wrong
237,0.01607421,-0.05,59100,81084330,1371,0,FALSE,-0.05,-7.570107356,-11.55940224,5.531513466,-4.844782179,-0.01,-11.55940224,-0.01,2.962049904,0.08399861,-12.41488954,-0.01,-100.083,-0.01,-8.730015994,-14.544622,buy
238,0.19071914,0.51455152,51800,71076034,1371,0,TRUE,0.51455152,-10.38589084,-9.510585305,-12.34307048,12.61866314,1,-9.510585305,-0.01,3.03066882,0.0877576,2.232772301,0.04863047,16.452,0.933242127,-6.794110236,-8.990321766,buy
239,0.5141269,0.009678189,53000,72721234,1371,0,TRUE,0.009678189,2.618556348,-9.169115816,2.314704279,-2.321578439,-0.01,-9.169115816,-0.01,3.042105306,0.088390944,0.296977909,0.00088157,2.742,0.072428724,-6.611801588,-8.759013579,buy
240,0.007086873,0.008986346,53200,72995434,1371,0,TRUE,0.008986346,-1.776831785,-11.04719801,0.377056308,-0.368965444,-0.01,-11.04719801,-0.01,2.979204633,0.084931728,-2.145797229,-0.01,-15.081,-0.01,-7.650367054,-10.11475405,buy
241,0.24766885,0.513062147,52100,71487338,1371,0,TRUE,0.513062147,-4.963096733,-13.60821918,-2.066014156,2.004897338,0.999999998,-13.60821918,-0.01,2.893430987,0.080310742,-2.958199395,-0.01,-20.565,-0.01,-9.020336151,-11.9586652,buy
242,-0.7408249,-0.01,50600,69346504,356,1015,TRUE,-0.01,-3.341763824,-77.65579078,-2.994703761,-70.78468962,-0.01,-77.65579078,-0.01,-60.82410762,-0.01,-74.12645344,-0.01,-0.712,-0.01,-42.86980486,-56.87103663,sell
243,1.0504631,-0.05,50400,69275304,356,0,FALSE,-0.05,-74.02378064,-77.56712329,-0.102672804,0.026697924,0.003557553,-77.56712329,-0.01,-61.06547312,-0.01,-73.99708271,-0.01,0.712,0.005056612,-42.88535757,-56.86547423,wrong
244,0.93403673,0.495,50600,69339700,1303,947,TRUE,0.495,-74.40819603,-19.19128269,0.092956647,67.99008346,1,-19.19128269,-0.01,-1.369500512,-0.01,-6.418112568,-0.01,-10.424,-0.01,-11.94903648,-15.81207869,buy
245,-0.30807224,-0.01,49800,68264510,902,401,TRUE,-0.01,-4.538958201,-42.9369863,-1.55061242,-28.33743687,-0.01,-42.9369863,-0.01,-26.76536914,-0.01,-32.87639507,-0.01,9.02,0.556742317,-24.5571295,-32.58812927,sell
246,-0.45755017,-0.01,50800,69132144,490,412,TRUE,-0.01,-32.08359659,-68.63511831,1.270988395,-31.48472555,-0.01,-68.63511831,-0.01,-53.45360015,-0.01,-63.56832214,-0.01,2.94,0.082805753,-38.27733889,-50.74284817,sell
247,-0.6763303,-0.01,51400,69398208,159,331,TRUE,-0.01,-63.56832214,-89.82241594,0.384862937,-24.65529309,-0.01,-89.82241594,-0.01,-74.64089779,-0.01,-88.22361523,-0.01,0,0,-49.64195779,-65.68255238,sell
248,0.23698641,0.495,51400,69396150,441,282,TRUE,0.495,-88.31526024,-71.99128269,-0.002965494,20.72483916,1,-71.99128269,-0.01,-56.14969853,-0.01,-67.59042108,-0.01,-1.764,-0.01,-40.2696669,-53.23564916,buy
249,1.1406379,-0.05,51000,69219750,441,0,FALSE,-0.05,-67.52687289,-71.93636364,-0.254192776,0.0827547,0.033662089,-71.93636364,-0.01,-56.25979598,-0.01,-67.44411819,-0.01,0.441,0.00194292,-40.32748906,-53.32120519,wrong
250,0.4990491,0.495,51100,69260542,897,456,TRUE,0.495,-66.29733566,-40.90747198,0.058931158,34.80863896,1,-40.90747198,-0.01,-28.20120135,-0.01,-31.4886967,-0.01,16.146,0.926239591,-23.72062374,-31.30116777,buy
251,0.89510643,0.495,52900,70872175,1292,395,TRUE,0.495,-31.74771864,-15.20747198,2.326913642,27.81983721,1,-15.20747198,-0.01,-2.17116835,-0.01,-3.927881429,-0.01,-2.584,-0.01,-9.870537927,-13.04063712,buy
252,1.2251594,-0.05,52700,70613775,1292,0,FALSE,-0.05,-2.287181112,-13.75940224,-0.36460007,0.357564688,0.47231857,-13.75940224,-0.01,-2.208247126,-0.01,-1.929616424,-0.01,11.628,0.741304566,-9.09693174,-12.02561577,wrong
253,1.572012,-0.05,53600,71776575,1292,0,FALSE,-0.05,5.572036051,-7.1626401,1.646704202,-1.710295643,-0.01,-7.1626401,-0.01,-2.377161552,-0.01,3.861740408,0.138543218,52.972,1,-5.523684703,-7.299266234,wrong
254,0.9513663,-0.007501333,57700,77073448,1332,40,TRUE,-0.007501333,4.401749457,-3.790784558,7.379668088,-4.164894866,-0.01,-3.790784558,-0.01,0.499644485,0.002493333,0.236854591,0.000560844,3.996,0.147583618,-3.651304876,-4.962726859,buy
255,0.65647,-0.007351478,58000,77473040,1333,1,TRUE,-0.007351478,-0.108789735,-4.050560399,0.51845611,-0.44061429,-0.01,-4.050560399,-0.01,0.569901648,0.00324261,-0.549404025,-0.01,-2.666,-0.01,-3.755131903,-5.09458944,buy
256,-0.690048,-0.01,57800,77119219,414,919,TRUE,-0.01,-1.753823007,-70.5611457,-0.456702099,-67.5931176,-0.01,-70.5611457,-0.01,-64.78556815,-0.01,-69.34694061,-0.01,-2.898,-0.01,-38.65264342,-52.48823171,sell
257,0.393189,0.495,57100,76826452,780,366,TRUE,0.495,-69.72272243,-45.21544209,-0.379629104,26.98425,1,-45.21544209,-0.01,-38.28474902,-0.01,-42.73847242,-0.01,-5.46,-0.01,-25.36491203,-34.46717879,buy
258,-0.10316038,-0.01,56400,76273044,700,80,TRUE,-0.01,-43.95680279,-51.88044832,-0.72033523,-5.383097682,-0.01,-51.88044832,-0.01,-42.96955723,-0.01,-49.33990048,-0.01,-8.4,-0.01,-28.93530741,-39.38287085,sell
259,0.15692845,0.495,55200,75432229,804,104,TRUE,0.495,-49.24812493,-44.63113325,-1.102375041,8.190039536,1,-44.63113325,-0.01,-35.88525866,-0.01,-41.0580854,-0.01,0.804,0.006443312,-25.16556513,-34.33164895,buy
260,0.26718977,0.495,55300,75511459,953,149,TRUE,0.495,-38.7131991,-31.75902864,0.10503468,11.28165524,1,-31.75902864,-0.01,-26.64351709,-0.01,-27.43154387,-0.01,20.966,0.987670143,-18.40674459,-25.06306749,buy
261,0.12833288,0.494999802,57500,77607651,1003,50,TRUE,0.494999802,-28.56739796,-29.30286426,2.775991919,1.7171445,0.999999604,-29.30286426,-0.01,-22.70220419,-0.01,-26.85025346,-0.01,-9.027,-0.01,-17.10130667,-23.33642065,buy
262,-0.04311326,-0.01,56600,76700956,960,43,TRUE,-0.01,-23.74849743,-29.46450809,-1.168306202,-2.406269146,-0.01,-29.46450809,-0.01,-26.82424407,-0.01,-26.15476657,-0.01,23.04,0.995050239,-17.20090202,-23.52882902,sell
263,0.40860885,0.495,59000,79003666,1114,154,TRUE,0.495,-26.53025081,-18.56562889,3.002192046,9.300840215,1,-18.56562889,-0.01,-15.43031536,-0.01,-17.22941059,-0.01,-3.342,-0.01,-11.44492274,-15.69955518,buy
264,0.19283515,0.495,58700,78669112,1157,43,TRUE,0.495,-17.08840448,-15.27820672,-0.423466425,3.566563786,1,-15.27820672,-0.01,-12.3079097,-0.01,-13.52184069,-0.01,1.157,0.013297289,-9.740610641,-13.37217016,buy
265,0.23512532,0.495,58800,78784458,1199,42,TRUE,0.495,-14.69841429,-13.39726027,0.146621713,2.967092866,1,-13.39726027,-0.01,-9.106831231,-0.01,-11.73132142,-0.01,-9.592,-0.01,-8.799753327,-12.05792365,buy
266,0.40358263,0.495,58000,77824789,1256,57,TRUE,0.495,-12.64444568,-10.21867995,-1.21809431,5.281253219,1,-10.21867995,-0.01,-4.938151897,-0.01,-7.363192466,-0.01,-7.536,-0.01,-7.063993248,-9.703085584,buy
267,0.9460262,0.498471375,57400,77070529,1337,81,TRUE,0.498471375,-6.556251633,-3.596139477,-0.969177057,6.99970389,1,-3.596139477,-0.01,0.859306068,0.007356874,0.443452257,0.001964567,6.685,0.360387177,-3.588049714,-4.938775711,buy
268,0.4467814,-0.006064313,57900,77739009,1339,2,TRUE,-0.006064313,-1.291322394,-5.119427148,0.867361375,-0.702411537,-0.01,-5.119427148,-0.01,0.986183413,0.009678437,-1.993733931,-0.01,-13.39,-0.01,-4.417656505,-6.071735282,buy
269,0.4826798,0.499160445,56900,76400005,1340,1,TRUE,0.499160445,-3.371677918,-6.383561644,-1.722435129,1.766959436,0.999999834,-6.383561644,-0.01,1.04218093,0.010802639,-1.604718481,-0.01,-10.72,-0.01,-5.135938985,-7.077129456,buy
270,0.32044387,0.499260703,56100,75328005,1340,0,TRUE,0.499260703,1.026171399,-3.880448319,-1.403141269,1.437713049,0.999967527,-3.880448319,-0.01,1.070046731,0.011384698,2.463884448,0.058901309,20.1,0.982404287,-3.829848763,-5.29066691,buy
271,1.1702267,-0.05,57600,77338005,1340,0,FALSE,-0.05,9.045765914,2.293897883,2.668330324,-2.834078659,-0.01,2.293897883,0.051259226,1.138782371,0.012884527,6.211687255,0.320127899,49.58,1,-0.564811736,-0.781685325,wrong
272,0.3692654,-0.005667708,61300,82296005,1340,0,TRUE,-0.005667708,1.013725399,-2.712328767,6.410819622,-6.085666619,-0.01,-2.712328767,-0.01,1.083050771,0.011661462,-5.07194122,-0.01,-40.2,-0.01,-3.192130009,-4.501643505,buy
273,0.55164045,0.499626256,58300,78276001,1341,1,TRUE,0.499626256,-5.560421797,-3.140722291,-4.88481063,4.924210195,1,-3.140722291,-0.01,1.149706751,0.013131279,-0.636211602,-0.01,-4.023,-0.01,-3.463257931,-4.827646602,buy
274,0.26127613,0.364487348,58000,77873697,1341,0,TRUE,0.364487348,-0.978845355,-3.474719801,-0.51395574,0.511554069,0.729758109,-3.474719801,-0.01,1.145742245,0.013041466,-0.467291286,-0.01,-2.682,-0.01,-3.653034448,-5.097033474,buy
275,0.10175544,0.217704936,57800,77605497,1341,0,TRUE,0.217704936,-2.01710855,-4.977708593,-0.344403836,0.338623068,0.436353451,-4.977708593,-0.01,1.127901968,0.012641051,-1.678485482,-0.01,-12.069,-0.01,-4.48622307,-6.262287272,buy
276,-0.621282,-0.01,56900,76320769,508,833,TRUE,-0.01,-3.579252898,-64.69937733,-1.655460051,-59.2796119,-0.01,-64.69937733,-0.01,-56.77858526,-0.01,-62.8588648,-0.01,-5.588,-0.01,-35.3147022,-49.41756968,sell
277,0.66247535,0.495,55800,75757516,1070,562,TRUE,0.495,-64.58945533,-29.11083437,-0.738007501,39.7291946,1,-29.11083437,-0.01,-16.89961325,-0.01,-24.86026073,-0.01,-27.82,-0.01,-16.97849814,-23.79394048,buy
278,0.6414225,0.495,53200,72974059,1263,193,TRUE,0.495,-24.86026073,-16.32428394,-3.674166138,16.93626818,1,-16.32428394,-0.01,-4.113062813,-0.01,-7.923992552,-0.01,0,0,-10.3615248,-14.47949361,buy
279,-0.001512319,-0.01,53200,72973973,1262,1,TRUE,-0.01,-7.577842148,-16.0762142,-0.00011785,-0.073067855,-0.01,-16.0762142,-0.01,-4.195026078,-0.01,-7.650910003,-0.01,2.524,0.061718961,-10.21760395,-14.26588776,sell
280,0.46023193,0.495,53400,73225994,1312,50,TRUE,0.495,-0.38749843,-5.888916563,0.345357378,3.590194457,1,-5.888916563,-0.01,-0.938421513,-0.01,3.202696026,0.097487392,55.104,1,-4.937740932,-6.882252784,buy
281,-0.05608198,-0.01,57600,78729490,1239,73,TRUE,-0.01,0.873468512,-13.13113325,7.515768239,-12.27172601,-0.01,-13.13113325,-0.01,-6.035423679,-0.01,-11.3982575,-0.01,-16.107,-0.01,-8.491142224,-12.12676143,sell
282,-0.5536883,-0.01,56300,77055374,553,686,TRUE,-0.01,-11.3982575,-61.22801993,-2.1264154,-48.1971628,-0.01,-61.22801993,-0.01,-54.13231035,-0.01,-59.5954203,-0.01,0,0,-32.74117754,-46.85519672,sell
283,0.2545159,0.495,56300,77053720,760,207,TRUE,0.495,-61.24605144,-48.89165629,-0.002146508,14.50759417,1,-48.89165629,-0.01,-38.00056718,-0.01,-46.73845727,-0.01,-17.48,-0.01,-26.51304465,-37.909634,buy
284,-0.3747235,-0.01,54000,75280539,476,284,TRUE,-0.01,-46.93572225,-68.10859278,-2.301226988,-19.04645543,-0.01,-68.10859278,-0.01,-56.88747066,-0.01,-65.98217768,-0.01,-0.952,-0.01,-36.19197616,-51.83860204,sell
285,-0.24108756,-0.01,53800,75175270,362,114,TRUE,-0.01,-65.4131063,-75.34072229,-0.139835609,-8.246582583,-0.01,-75.34072229,-0.01,-65.60474869,-0.01,-73.65968888,-0.01,3.258,0.100706335,-39.9262513,-57.16739056,sell
286,-0.8223756,-0.01,54700,75474396,65,297,TRUE,-0.01,-74.86354223,-95.77459527,0.39790479,-20.64089348,-0.01,-95.77459527,-0.01,-81.91320913,-0.01,-95.5044357,-0.01,-1.625,-0.01,-50.40957573,-72.05698402,sell
287,0.69269687,0.495,52200,75304832,1018,953,TRUE,0.495,-95.64223078,-35.85205479,-0.224664269,64.04527827,1,-35.85205479,-0.01,-19.35040463,-0.01,-31.5969525,-0.01,-16.288,-0.01,-20.09594262,-28.72482054,buy
288,0.57223076,0.495,50600,73674236,1268,250,TRUE,0.495,-29.83956196,-18.04582814,-2.165327186,19.16413941,1,-18.04582814,-0.01,-3.689392501,-0.01,-10.67542255,-0.01,16.484,0.933942028,-11.07259598,-15.85671492,buy
289,1.1701684,-0.05,51900,75322636,1268,0,FALSE,-0.05,-10.67542255,-18.04582814,2.237417162,-1.954825817,-0.01,-18.04582814,-0.01,-3.689392501,-0.01,-12.63024836,-0.01,0,0,-11.0882672,-15.88720884,wrong
290,0.3283044,0.497072201,51900,75322194,1328,60,TRUE,0.497072201,-11.95687841,-13.50635118,-0.000586809,4.166619404,1,-13.50635118,-0.01,0.190018454,0.000361005,-7.790259004,-0.01,5.312,0.245857125,-8.831016675,-12.6422054,buy
291,0.018868536,-0.007814818,52300,75853380,1330,2,TRUE,-0.007814818,-12.37429967,-17.68244085,0.705218438,-0.482582915,-0.01,-17.68244085,-0.01,0.304357833,0.000925908,-12.85688258,-0.01,-34.58,-0.01,-11.02109166,-15.75388928,buy
292,0.15871242,0.500864963,49700,72395246,1349,19,TRUE,0.500864963,-17.76635398,-21.21033624,-4.558971532,5.158970897,1,-21.21033624,-0.01,1.396924487,0.019324815,-12.60738309,-0.01,-37.772,-0.01,-12.77844915,-18.11861363,buy
293,0.3774175,0.525836794,46900,68617760,1392,43,TRUE,0.525836794,-11.76886118,-17.91880448,-5.21786472,7.82445961,1,-17.91880448,-0.01,3.945881985,0.144183972,-3.944401566,-0.01,6.264,0.324550551,-11.11954876,-15.57614926,buy
294,1.3040055,-0.05,47350,69244160,1392,0,FALSE,-0.05,-7.697365813,-21.12577833,0.912883195,-0.834992728,-0.01,-21.12577833,-0.01,3.791713418,0.13391386,-8.532358541,-0.01,-25.752,-0.01,-12.67522577,-17.73192143,wrong
295,0.3067283,0.544015777,45500,66668818,1414,22,TRUE,0.544015777,-6.019511248,-17.67808219,-3.719219065,5.173061563,1,-17.67808219,-0.01,5.176703287,0.235078886,-0.846449685,-0.01,17.675,0.956021581,-10.96799715,-15.30895651,buy
296,0.5412796,0.064047444,46750,68436146,1440,26,TRUE,0.064047444,-0.952496263,-16.25404732,2.650906455,-0.78364183,-0.01,-16.25404732,-0.01,6.683246407,0.360237219,-1.736138093,-0.01,-0.72,-0.01,-10.19340678,-14.24683824,buy
297,0.64513826,0.587208975,46700,68364054,1454,14,TRUE,0.587208975,2.366956783,-11.90896638,-0.105341993,1.104232915,0.99774961,-11.90896638,-0.01,7.810505571,0.45667085,3.471189699,0.113515448,28.353,0.999677345,-7.978266358,-11.14549367,buy
298,0.88248324,0.093442045,48650,71199304,1461,7,TRUE,0.093442045,5.704380843,-9.574470735,4.147281845,-3.720659205,-0.01,-9.574470735,-0.01,8.412327945,0.507210224,1.983721639,0.038587302,15.3405,0.904945931,-6.732307582,-9.45713018,buy
299,0.75061375,0.094043707,49700,72733349,1462,1,TRUE,0.094043707,1.675923686,-9.785678705,2.154578646,-2.076357605,-0.01,-9.785678705,-0.01,8.448644727,0.510218535,-0.400433919,-0.01,-2.193,-0.01,-6.882788212,-9.671062806,buy
300,0.5011409,0.28182736,49550,72514045,1462,0,TRUE,0.28182736,-0.299929816,-9.694645081,-0.301517809,0.301522611,0.365285143,-9.694645081,-0.01,8.457170101,0.510923941,0.001592795,2.54E-08,0.731,0.005329358,-6.848824951,-9.624980529,buy
301,-0.18328923,-0.01,49600,72565405,1195,267,TRUE,-0.01,-2.619416694,-28.12141968,0.070827658,-17.84061519,-0.01,-28.12141968,-0.01,-7.824389973,-0.01,-20.46003188,-0.01,-15.535,-0.01,-16.07829669,-22.55822216,sell
302,1.1021669,-0.05,48300,71011905,1195,0,FALSE,-0.05,-20.21301335,-27.89819427,-2.140827299,1.74546907,0.999999758,-27.89819427,-0.01,-7.848689321,-0.01,-18.46754428,-0.01,1.7925,0.03161986,-16.00999697,-22.5068694,wrong
303,0.05032459,0.436204158,48450,71191066,1208,13,TRUE,0.436204158,-21.49661384,-29.82166874,0.252297132,0.654299162,0.882408317,-29.82166874,-0.01,-6.801866762,-0.01,-20.84231468,-0.01,-21.744,-0.01,-16.89609688,-23.71416687,buy
304,0.9043313,0.586084975,46650,69015042,1453,245,TRUE,0.586084975,-18.21220938,-12.78381071,-3.056597017,19.68950762,1,-12.78381071,-0.01,7.678235495,0.445424877,1.477298239,0.021587678,22.5215,0.993731258,-8.458692375,-11.87440306,buy
305,-0.047382742,0.016408567,48200,71261813,1385,68,TRUE,0.016408567,1.793098959,-16.60678705,3.25548016,-7.823064826,-0.01,-16.60678705,-0.01,3.607734404,0.122042837,-6.029965867,-0.01,2.0775,0.042241923,-10.30169254,-14.50069359,sell
306,0.2627954,0.544924769,48350,71469401,1409,24,TRUE,0.544924769,-2.628775386,-12.09103362,0.291303282,1.399576614,0.999944219,-12.09103362,-0.01,5.235699049,0.239763299,-1.229198773,-0.01,24.6575,0.997711647,-8.093575994,-11.37440925,buy
